District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupation,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_being_addressed_?,_1a_What_is_your_biggest_problem_?,If__other__what_is_your_biggest_problem_?,_1b_What_is_your_second_biggest_prpblem_?,If__other__what_is_your_second_biggest_problem_?,_1c_What_is_your_third_biggest_problem_?,If__other__what_is_your_third_biggest_problem_?,_2_Are_you_satisfied_with_what_the_government_is_doing_for_you_after_the_earthquake_?,_2a_What_is_the_first_reason_you_not_satisfied_with_government?,If_other_top_reasons,_2b_What_is_the_second_reason_you_are_not_satisfied_with_government?,If_other_second_reason,_3_Do_ you_have_the_information_you_need_to_get_relief_and_support? ,_3a_What_is_the_top_thing_that_you_need_information_about?,If_other_top_need_information,_3b_What_is_the_second_most_important_thing_that_you_need_information_about?,If_other_second_need_information,_4_Are_you_satisfied_with_what_NGOs_are_doing_for_you_after_the_earthquake? ,_4a_What_is_the_first_reason_you_not_satisfied_with_NGO_support?,If_other_top_reason_for_unsatisfaction_with_NGOs,_4b_What_is_the_second_reason_you_are_not_satisfied_with_NGOs?,If_other_second_reason_for _unsatisfaction_with_NGO,_5_Are_you_Prepared_for_winter?,_5a_Whati_is_the_main_reason_you_feel_you_are_not_prepared?,If_other_why_not_prepared?,_6_Do_you_have_problems_related_to_children_in_you_household_or_family_in_the_post-earthquake_period? ,_6a_What_is_the_main_problem_for_the_children?,If_other_What_is_the_main_problem_for_the_children?,_6b_What_is_the_second_top_problem_for_the_children?,If_other_What_is_the_second_top_problem_for_the_children?,_7_Overall_is_the_post-earthquake_relief_effort_making_progress? ,_8_Do_you_feel_there_has_been_an_increase_in_the_environment_of_tension_or_risk_of_violence_or_harassment_since_the_earthquake?,_8a_Who_has_this_increased_risk_come from?,If_others_Who_has_this_increased_risk_come from?,_9_Do_you_feel_that_the_children_in_your_family_are_in_a_safe_place_while_attending_school? ,_10_Do_you_need_to_rebuild_repair_or_retrofit_your_home_because_of_damage_caused_by_earthquakes?,_10a_Where_do_you_plan_to_get_the_resources_or_funds_to_rebuild/repair /retrofit_your_home?,If_other_where_do_you_plan_t,_10b_What_factors_do_you_base_your_rebuild/repair/ retrofitting_decisions_on?,If_other_what_factors_do_you_base,_11_Do_you_feel_your_community_has_recovered_from_the_earthquake? ,_11a_What_is _the_main_thing_your_community_to_recover?,If_other_What_is _the_main_thing_your_community_to_recover?,_11b_What_is_the_second_main_thing_your_community_recover?,If_other_What_is_the_second_main_thing_your_community_recover?
kathmandu,Bajrayogini,8,25_39,male,tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,other,Government work opportunity,financial_support,,2___very_little,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,improper_school_winterizaton,,not_prepared_for_winter_(clothing_household),,2___very_little,,,,1_not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,3___neutral,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
okhaldhunga,Jantarkhani,1,55,male,other,Not Mentioned,farmer_laborer,,no_difficulty,,1___not_at_all,clean_water,,financial_support,,livelihoods,,1___not_at_all,Reconstruction_process_taking_too_long,,Relief_distributed_based_on_first_come_first_served,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_support,,1___not_at_all,do_not_trust_ngos,,relief_distributed_based_on_severe_damage,,5___completely_yes,,,2_somewhat_yes,access_to_education_Closed_schools,,health_care,,don_t_know,,,,5_completely_yes,completely_yes,personal_savings,,waiting_for_demolition_assistance,,1___not_at_all,improved_access_to_water_sanitation,,livelihood_options_training,
dolakha,Laduk,6,40_54,female,tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,healthcare,,1___not_at_all,relief_distributed_based_on_political_parties,,not_included_in_distributions,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psychological_support,,2___very_little,relief_distributed_based_on_caste,,relief_distributed_based_on_distance_from_main_road,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,vulnerability_to_trafficking,,not_prepared_for_winter_(clothing_household),,4___mostly_yes,5_not_at_all,,,4_somewhat_yes,completely_yes,government_grant,,confidence_gov,,2___not_very_much,improved_health_care_access,,reduce_risk_of_future_disaster,
dolakha,Laduk,8,25_39,male,chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,financial_support,,2___very_little,Government_plans_unclear,,Do_not_not_trust_government,,2___very_little,news_about_government_decision,,how_to_replace_personal_documentation,,1___not_at_all,ngo_plans_unclear,,ngo_don´t_know_what_they_are_doing,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,vulnerability_to_trafficking,,4___mostly_yes,,,,4_somewhat_yes,completely_yes,government_grant,,information_about_assistance_from_NGOs,,1___not_at_all,repair_reconstruction_of_community_buildings,,reconstruction_advice_training,
kathmandu,Bajrayogini,8,25_39,female,janajati,,other,Maid,no_difficulty,,1___not_at_all,long_term_shelter__housing,,other,Job opportunity,livelihoods,,3___neutral,relief_distributed_based_on_political_parties,,Relief_distributed_based_on_first_come_first_served,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,3___neutral,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,improper_school_winterization,,2___very_little,2_somewhat_yes,strangers,,2_not_very_much,completely_yes,government_grant,,availability_of_finencial_support,,3___neutral,repair_reconstruction_of_community_buildings,,repair_reconstruction_of_community_buildings,
dolakha,Laduk,3,40_54,male,brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,3___neutral,Government_plans_unclear,,Was_promised_relief_but_never_received,,1___not_at_all,how_to_replace_personal_documentation,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,safety_at_school(due_to_structure),,vulnerability_to_trafficking,,4___mostly_yes,,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,improved_health_care_access,
kathmandu,Matatirtha,6,55,male,tamang,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,relief_distributed_based_on_caste,,Was_promised_relief_but_never_received,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,1___not_at_all,,,,don_t_know,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,livelihood_options_training,
dolakha,Laduk,8,25_39,female,chhetri,,ngo_worker_business,,no_difficulty,,2___very_little,long_term_shelter__housing,,toilets_sanitation,,financial_support,,1___not_at_all,Do_not_trust_goverment,,Government_plan_unclear,,5___completely_yes,,,,,2___very_little,ngo_don´t_know_what_they_are_doing,,do_not_trust_ngos,,2___very_little,house/shelter_will_not_keep_snow_out,,5_not_at_all,,,,,4___mostly_yes,2_somewhat_yes,local_government,,5_completely_yes,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,2___not_very_much,repair_reconstruction_of_community_buildings,,improved_irrigation,
kathmandu,Matatirtha,6,55,male,tamang,,farmer_laborer,,yes__some_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,healthcare,,2___very_little,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,relief_distributed_based_on_caste,,reconstruction_process_taking_too_long,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,improper_school_winterization,,1___not_at_all,,,,don_t_know,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
kathmandu,Matatirtha,6,25_39,female,chhetri,,other,House wife,no_difficulty,,2___very_little,long_term_shelter__housing,,housing_inspections,,other,Opportunity for work,3___neutral,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,don_t_know,,,,,4___mostly_yes,,,4_not_very_muc,,,,,2___very_little,refused,,,1_not_at_all,completely_yes,government_loan,,gathering_enough_resources_to_rebuild_entire_house_at_once,,2___not_very_much,repair_reconstruction_of_community_buildings,,repair_reconstruction_of_community_buildings,
dolakha,Laduk,8,25_39,male,brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,Reconstruction_process_taking_too_long,,Do_not_not_trust_government,,2___very_little,how_to_get_shelter_materials,,news_about_government_decision,,3___neutral,relief_distributed_based_on_caste,,relief_distributed_based_on_distance_from_main_road,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,improper_school_winterization,,4___mostly_yes,,,,5_completely_yes,completely_yes,assistance_from_private_company_tourists_charities,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,livelihood_options_training,
dolakha,Laduk,8,40_54,male,chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,Was_promised_relief_but_never_received,,Do_not_not_trust_government,,1___not_at_all,news_about_government_decision,,how_to_replace_personal_documentation,,1___not_at_all,ngo_don´t_know_what_they_are_doing,,Other,NGO distribution is not equal,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,not_prepared_for_winter_(clothing_household),,4___mostly_yes,,,,5_completely_yes,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,1___not_at_all,repair_reconstruction_of_community_buildings,,repair_reconstruction_of_schools,
kathmandu,Matatirtha,6,40_54,female,chhetri,,ngo_worker_business,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,other,Government Job,2___very_little,relief_distributed_based_on_political_parties,,Reconstruction_process_taking_too_long,,5___completely_yes,,,,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,4_not_very_muc,,,,,2___very_little,5_not_at_all,,,1_not_at_all,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,2___not_very_much,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
kathmandu,Matatirtha,6,25_39,male,chhetri,,other,Shop,no_difficulty,,2___very_little,long_term_shelter__housing,,housing_inspections,,financial_support,,2___very_little,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,3___neutral,not_enough_fuel,,4_not_very_muc,,,,,3___neutral,,,,1_not_at_all,completely_yes,government_loan,,gathering_enough_resources_to_rebuild_entire_house_at_once,,2___not_very_much,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
dolakha,Bhimeshwor,1,15_24,female,newar,,ngo_worker_business,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,financial_support,,1___not_at_all,Rentens_excluded_from_distribution,,Was_promised_relief_but_never_received,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,1___not_at_all,renters_excluded_from_distribution,,not_included_in_distributions,,1___not_at_all,other,all of above answers,2_somewhat_yes,psycho_social_support,,safety_at_school_(due_to_structure),,1___not_at_all,2_somewhat_yes,others,mental pressure,2_not_very_much,completely_yes,government_grant,,confidence_gov,,1___not_at_all,repair_reconstruction_of_school,,repair_reconstruction_of_community_buildings,
kathmandu,Matatirtha,1,55,male,chhetri,,other,Stay at home,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_healthcare_psychological_support,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,1_completely_y,improper_school_winterizaton,,safety_at_home_(due_to_structure),,1___not_at_all,,,,don_t_know,completely_yes,government_grant,,availability_of_labour,,1___not_at_all,repair_reconstruction_of_community_buildings,,news_on_government_decisions,
dolakha,Bhimeshwor,1,15_24,female,chhetri,,ngo_worker_business,,yes__some_difficulty,,2___very_little,long_term_shelter__housing,,food,,healthcare,,1___not_at_all,relief_distributed_based_on_caste,,relief_distributed_based_on_political_parties,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,can´t_get_to_distribution_sites,,not_included_in_distributions,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,1___not_at_all,5_not_at_all,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,2___not_very_much,livelihood_options_training,,improved_health_care_access,
kathmandu,Matatirtha,1,25_39,female,chhetri,,other,Teacher (temporary),no_difficulty,,3___neutral,long_term_shelter__housing,,livelihoods,,other,Job opportunity,2___very_little,relief_distributed_based_on_caste,,Was_promised_relief_but_never_received,,5___completely_yes,,,,,don_t_know,,,,,3___neutral,house/shelter_will_not_keep_snow_out,,1_completely_y,not_prepared_for_winter(clothing_and_housing),,health_care,,2___very_little,don_t_know,,,1_not_at_all,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,2___not_very_much,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
dolakha,Bhimeshwor,1,15_24,female,newar,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,education,,2___very_little,Reconstruction_process_taking_too_long,,Don´t_know_how_to_register_for_relief_services,,4___mostly_yes,,,,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,don_t_know,5_not_at_all,,,don_t_know,completely_yes,personal_loan_informal,,confidence_gov,,2___not_very_much,repair_reconstruction_of_community_buildings,,livelihood_options_training,
kathmandu,Matatirtha,1,15_24,male,chhetri,,other,Student,no_difficulty,,2___very_little,long_term_shelter__housing,,education,,housing_inspections,,2___very_little,relief_distributed_based_on_caste,,Was_promised_relief_but_never_received,,5___completely_yes,,,,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,improper_school_winterization,,4___mostly_yes,,,,1_not_at_all,completely_yes,government_loan,,availability_of_labour,,1___not_at_all,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
dolakha,Bhimeshwor,1,15_24,female,gurung,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_support,,how_to_get_shelter_materials,,5___completely_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,don_t_know,5_not_at_all,,,4_somewhat_yes,completely_yes,government_loan,,confidence_gov,,don_t_know,,,,
kathmandu,Matatirtha,1,55,female,chhetri,,other,Nothing,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,don_t_know,,,,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,4_not_very_muc,,,,,1___not_at_all,3___neutral,family_members,,don_t_know,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,financial_support,
dolakha,Bhimeshwor,1,25_39,male,chhetri,,ngo_worker_business,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,financial_support,,4___mostly_yes,,,,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,5___completely_yes,,,,,1___not_at_all,other,all of above,5_not_at_all,,,,,1___not_at_all,,,,2_not_very_much,completely_yes,personal_loan_informal,,gathering_enough_resources_to_rebuild_entire_house_at_once,,don_t_know,,,,
kathmandu,Matatirtha,1,55,female,chhetri,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,3___neutral,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,improper_school_winterization,,1___not_at_all,don_t_know,,,don_t_know,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
dolakha,Bhimeshwor,8,55,male,brahmin,,government_ser,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,toilets_sanitation,,clean_water,,1___not_at_all,Was_promised_relief_but_never_received,,Government_does_not_listen_to_my_concerns,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,safety_at_school_(due_to_structure),,1___not_at_all,,,,5_completely_yes,somewhat_yes,government_grant,,confidence_gov,,1___not_at_all,repair_reconstruction_of_school,,reconstruction_advice_training,
kathmandu,Ramkot,2,40_54,male,chhetri,,other,Driver,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,toilets_sanitation,,refused,,,,,refused,,,,,2___very_little,relief_distributed_based_on_caste,,relief_distributed_based_on_political_parties,,2___very_little,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,1___not_at_all,,,,4_somewhat_yes,somewhat_yes,government_grant,,waiting_for_community_to_start_rebuilding,,4___somewhat_yes,,,,
dolakha,Bhimeshwor,8,55,female,chhetri,,farmer_laborer,,yes__a_lot_of_difficulty,,2___very_little,education,,financial_support,,healthcare,,5___completely_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,access_to_education_Closed_schools,,hunger,,5___completely_yes,5_not_at_all,,,2_not_very_much,completely_yes,government_grant,,availability_of_finencial_support,,4___somewhat_yes,,,,
dolakha,Bhimeshwor,8,15_24,female,chhetri,,farmer_laborer,,no_difficulty,,2___very_little,short_term_shelter__tent_shelt,,education,,toilets_sanitation,,5___completely_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,5___completely_yes,5_not_at_all,,,don_t_know,not_at_all,,,,,1___not_at_all,repair_reconstruction_of_school,,repair_reconstruction_of_community_buildings,
dolakha,Bhimeshwor,8,25_39,male,chhetri,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,relief_distributed_based_on_political_parties,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,2___very_little,not_included_in_distributions,,relief_distributed_based_on_political_parties,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,don_t_know,,,,don_t_know,completely_yes,government_loan,,confidence_gov,,don_t_know,,,,
