Name_of_interviewer,Agency,Date,Hi__my_name_is_and_I_am_workin,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,This_is_the_end_of_the_survey_,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
Sarita Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Phulasi,4,40_54,male,Janajati,,farmer_laborer,,yes__a_lot_of_,,1___not_at_all,financial_support,,long_term_shelter__housing,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,3___neutral,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:553f9feb-2ac3-4017-8e26-8ef6cea67a98,725468,553f9feb-2ac3-4017-8e26-8ef6cea67a98,2015-09-29T11:38:00,891,,-1,,
Sarita Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Phulasi,4,55_greater,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:965cb064-ef99-474b-864b-9cd2140f7eb6,725479,965cb064-ef99-474b-864b-9cd2140f7eb6,2015-09-29T11:40:21,897,,-1,,
Sarita Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Phulasi,4,40_54,male,Chhetri,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,4___mostly_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,,,,,,,uuid:85d13674-8dc0-4231-83df-74351841c7e2,725491,85d13674-8dc0-4231-83df-74351841c7e2,2015-09-29T11:42:20,902,,-1,,
Sarita Shrestha,accountability,2015-09-22,,,,,,,Ramechhap,Phulasi,5,40_54,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,long_term_shelter__housing,,healthcare,,2___very_little,cash_for_work,,housing_inspec,,2___very_little,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:2a51cecc-6ab2-4229-a73a-a0e55878a119,725510,2a51cecc-6ab2-4229-a73a-a0e55878a119,2015-09-29T11:45:13,911,,-1,,
Sarita Shrestha,accountability,2015-09-22,,,,,,,Ramechhap,Phulasi,5,55_greater,male,Chhetri,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,long_term_shelter__housing,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_replace_personal_docume,,4___mostly_yes,,,,,2___very_little,based_on_caste,,only_if_damage,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:95e41b30-1c2d-4c3d-8a90-bc2542ebe164,725531,95e41b30-1c2d-4c3d-8a90-bc2542ebe164,2015-09-29T11:47:43,917,,-1,,
Sarita Shrestha,accountability,2015-09-22,,,,,,,Ramechhap,Phulasi,5,40_54,male,Chhetri,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,long_term_shelter__housing,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_replace_personal_docume,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:8870860c-bda9-45ca-9d0b-eb445e1b4e3d,725565,8870860c-bda9-45ca-9d0b-eb445e1b4e3d,2015-09-29T11:50:43,926,,-1,,
Sarita Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Phulasi,5,40_54,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,1___not_at_all,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:b9db1cf8-e54e-4fd9-ac53-32d0738e296a,725586,b9db1cf8-e54e-4fd9-ac53-32d0738e296a,2015-09-29T11:53:15,934,,-1,,
Sarita Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Phulasi,5,40_54,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,2___very_little,cash_for_work,,housing_inspec,,5___completely_yes,,,,,5___completely_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:350e47a1-fe33-4c13-91ac-c79404534626,725606,350e47a1-fe33-4c13-91ac-c79404534626,2015-09-29T11:55:43,942,,-1,,
Sarita Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Phulasi,6,55_greater,male,Dalit,,farmer_laborer,,yes__a_lot_of_,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_healthcare_psycholo,,how_to_get_shelter_materials,,5___completely_yes,,,,,4___mostly_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,,,,,,,uuid:225dcabc-ecec-49f2-aa0d-7e092d1f451b,725669,225dcabc-ecec-49f2-aa0d-7e092d1f451b,2015-09-29T12:01:36,955,,-1,,
Sarita Shrestha,accountability,2015-09-22,,,,,,,Ramechhap,Phulasi,6,25_39,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,psychosocial_counseling,,long_term_shelter__housing,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,,,,,,,uuid:4a3ae706-decc-486c-91e3-fc1b55828aad,725704,4a3ae706-decc-486c-91e3-fc1b55828aad,2015-09-29T12:07:17,967,,-1,,
Sarita Shrestha,accountability,2015-09-22,,,,,,,Ramechhap,Phulasi,6,40_54,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_healthcare_psycholo,,how_to_replace_personal_docume,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,3___neutral,,,,,,,uuid:9f2f04b2-9763-4dcc-a4a1-c0f0954fd784,725715,9f2f04b2-9763-4dcc-a4a1-c0f0954fd784,2015-09-29T12:09:27,972,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Puranagau,1,25_39,female,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,short_term_she,,financial_support,,livelihoods,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,cash_for_work,,seeds_and_fert,,1___not_at_all,based_on_caste,,based_on_polit,,2___very_little,1___not_at_all,2___very_little,2___very_little,livelihoods,,child_protecti,,,uuid:3fad4208-1697-454a-8070-68faaa9d6a99,724813,3fad4208-1697-454a-8070-68faaa9d6a99,2015-09-29T10:35:50,697,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Puranagau,4,40_54,female,Janajati,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,only_if_damage,,first_come__fi,,2___very_little,1___not_at_all,2___very_little,1___not_at_all,healthcare,,livelihoods,,,uuid:23c7a86a-fab7-4470-b8dd-e8a60d0f838c,724893,23c7a86a-fab7-4470-b8dd-e8a60d0f838c,2015-09-29T10:50:17,747,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Puranagau,4,25_39,female,Janajati,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,building_mater,,2___very_little,based_on_polit,,first_come__fi,,2___very_little,1___not_at_all,2___very_little,1___not_at_all,child_protecti,,healthcare,,,uuid:d1a8eeb2-7754-4668-a1cc-5d5266b1c8bf,724937,d1a8eeb2-7754-4668-a1cc-5d5266b1c8bf,2015-09-29T10:56:10,763,,-1,,
Mahesh Kumar Shresth,accountability,2015-09-22,,,,,,,Ramechhap,Puranagau,9,55_greater,male,Dalit,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,toilets_sanitation,,financial_support,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,how_to_register_for_access_sup,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,only_if_damage,,joint_families,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:cdab6d8f-4c78-4fa4-861e-16d6c690da00,725109,cdab6d8f-4c78-4fa4-861e-16d6c690da00,2015-09-29T11:12:24,815,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Puranagau,1,15_24,male,Newar,,skilled_worker,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,first_come__fi,,only_if_damage,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:b1f6d2c8-10ad-47d4-a4f9-ba7df6dd3a39,724745,b1f6d2c8-10ad-47d4-a4f9-ba7df6dd3a39,2015-09-29T10:24:06,659,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Puranagau,1,40_54,male,Dalit,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,building_mater,,2___very_little,based_on_polit,,first_come__fi,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:8a2d37d3-0af4-4869-968a-8703e10b429b,724760,8a2d37d3-0af4-4869-968a-8703e10b429b,2015-09-29T10:27:20,672,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Puranagau,1,40_54,male,Janajati,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,seeds_and_fert,,cash_for_work,,2___very_little,joint_families,,only_if_damage,,2___very_little,1___not_at_all,1___not_at_all,,,,,,,uuid:fb2ab733-edf3-45d4-a5b6-77b6db87643d,724789,fb2ab733-edf3-45d4-a5b6-77b6db87643d,2015-09-29T10:30:38,681,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Puranagau,1,15_24,male,Chhetri,,ngo_worker_bus,,no_difficulty,,2___very_little,long_term_shelter__housing,,housing_inspections,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,only_if_damage,,joint_families,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:f6f8bdf1-6083-4da7-9d92-0bd051c8f529,724827,f6f8bdf1-6083-4da7-9d92-0bd051c8f529,2015-09-29T10:39:21,710,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Puranagau,4,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,first_come__fi,,only_if_damage,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:80fe1764-a556-4e74-8230-6abfb81f4623,724852,80fe1764-a556-4e74-8230-6abfb81f4623,2015-09-29T10:42:22,719,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Puranagau,4,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,only_if_damage,,first_come__fi,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:8c6d2766-7ba8-45d1-b0d2-02aba2e1e6ff,724879,8c6d2766-7ba8-45d1-b0d2-02aba2e1e6ff,2015-09-29T10:46:54,735,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Puranagau,4,55_greater,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,first_come__fi,,only_if_damage,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:bc8da903-89fc-42e3-8971-4d7574ecf2c3,724901,bc8da903-89fc-42e3-8971-4d7574ecf2c3,2015-09-29T10:52:51,753,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Puranagau,9,25_39,male,Janajati,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,how_to_replace_personal_docume,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,only_if_damage,,based_on_caste,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:ada4598d-848b-4275-846d-62180e830c90,724978,ada4598d-848b-4275-846d-62180e830c90,2015-09-29T11:00:02,775,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Puranagau,9,25_39,male,Tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,housing_inspections,,livelihoods,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_get_shelter_materials,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,joint_families,,only_if_damage,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:caee46d4-cace-4506-b082-8cac72807fb1,725026,caee46d4-cace-4506-b082-8cac72807fb1,2015-09-29T11:03:18,787,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Puranagau,9,refused,male,Janajati,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,first_come__fi,,joint_families,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:04efde93-b676-48dd-bbd1-d047a3ccac4a,725048,04efde93-b676-48dd-bbd1-d047a3ccac4a,2015-09-29T11:06:02,797,,-1,,
Mahesh Kumar Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Puranagau,9,15_24,male,Dalit,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_replace_personal_docume,,how_to_register_for_access_sup,,1___not_at_all,cash_for_work,,seeds_and_fert,,2___very_little,first_come__fi,,only_if_damage,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:f151051e-c189-4c7d-ab68-02bbf7bf1d78,725080,f151051e-c189-4c7d-ab68-02bbf7bf1d78,2015-09-29T11:09:15,806,,-1,,
Ramhari Shrestha,accountability,2015-09-19,,,,,,,Ramechhap,Ramechhap,4,25_39,female,other,Bhujel,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,clean_water,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,cash_for_work,,building_mater,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,1___not_at_all,long_term_shelter__housing,,seeds_and_fertilizers,,,uuid:0a977913-50e7-4ece-b803-beed320811b6,724196,0a977913-50e7-4ece-b803-beed320811b6,2015-09-29T09:19:27,419,,-1,,
Ramhari Shrestha,accountability,2015-09-19,,,,,,,Ramechhap,Ramechhap,4,refused,female,other,Bhujel,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,4___mostly_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,,uuid:c0af95dc-2c19-4431-813e-83a860b3e9e4,724228,c0af95dc-2c19-4431-813e-83a860b3e9e4,2015-09-29T09:23:27,431,,-1,,
Ramhari Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Ramechhap,7,25_39,female,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,cash_for_work,,seeds_and_fert,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,,uuid:e03f2e95-eb18-4f61-b867-e7a2e643f1b3,724296,e03f2e95-eb18-4f61-b867-e7a2e643f1b3,2015-09-29T09:36:21,473,,-1,,
Ramhari Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Ramechhap,7,40_54,female,other,Hapu,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,5___completely_yes,2___not_very_m,4___mostly_yes,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,,uuid:0f61457b-9543-4ed5-9c42-1bc3ea852573,724335,0f61457b-9543-4ed5-9c42-1bc3ea852573,2015-09-29T09:42:11,492,,-1,,
Ramhari Shrestha,accountability,2015-09-22,,,,,,,Ramechhap,Ramechhap,7,40_54,female,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,1___not_at_all,long_term_shelter__housing,,seeds_and_fertilizers,,,uuid:1b35fd8a-2042-413e-b5bd-632a431bddb0,724356,1b35fd8a-2042-413e-b5bd-632a431bddb0,2015-09-29T09:45:07,507,,-1,,
Ramhari Shrestha,accountability,2015-09-19,,,,,,,Ramechhap,Ramechhap,4,25_39,male,other,Bhujel,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,healthcare,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,5___completely_yes,refused,4___mostly_yes,,,,,,,uuid:65894267-42c1-4f2f-b156-7566a4b13379,724088,65894267-42c1-4f2f-b156-7566a4b13379,2015-09-29T09:06:59,405,,-1,,
Ramhari Shrestha,accountability,2015-09-19,,,,,,,Ramechhap,Ramechhap,4,40_54,male,other,Bhujel,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,cash_for_work,,building_mater,,5___completely_yes,,,,,5___completely_yes,1___not_at_all,4___mostly_yes,,,,,,,uuid:c2a784d1-2778-4c2d-826b-c873af180852,724135,c2a784d1-2778-4c2d-826b-c873af180852,2015-09-29T09:11:09,407,,-1,,
Ramhari Shrestha,accountability,2015-09-19,,,,,,,Ramechhap,Ramechhap,4,40_54,male,Dalit,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,seeds_and_fertilizers,,housing_inspections,,1___not_at_all,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,building_mater,,4___mostly_yes,,,,,5___completely_yes,2___not_very_m,3___neutral,,,,,,,uuid:66d08753-2d6b-421b-8c95-a6c19b639d73,724164,66d08753-2d6b-421b-8c95-a6c19b639d73,2015-09-29T09:14:13,410,,-1,,
Ramhari Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Ramechhap,7,refused,male,Tamang,,farmer_laborer,,yes__some_diff,,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,psychosocial_counseling,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,2___very_little,based_on_polit,,only_if_damage,,4___mostly_yes,2___not_very_m,1___not_at_all,,,,,,,uuid:a320cd4d-d812-47bf-860b-716ba952bdc0,724242,a320cd4d-d812-47bf-860b-716ba952bdc0,2015-09-29T09:27:28,442,,-1,,
Ramhari Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Ramechhap,7,25_39,male,Janajati,,other,Not mentioned,no_difficulty,,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,healthcare,,3___neutral,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,based_on_dista,,only_if_damage,,4___mostly_yes,2___not_very_m,4___mostly_yes,,,,,,,uuid:4c80f5a9-2177-4439-a374-72da332eef56,724275,4c80f5a9-2177-4439-a374-72da332eef56,2015-09-29T09:32:16,457,,-1,,
Nabaraj Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Tilpung,5,25_39,female,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_replace_personal_docume,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,1___not_at_all,2___very_little,livelihoods,,financial_support,,,uuid:995b20c5-9059-4332-bd40-2a7802e53855,723931,995b20c5-9059-4332-bd40-2a7802e53855,2015-09-29T08:44:52,401,,-1,,
Nabaraj Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Tilpung,5,25_39,male,Newar,,other,Not mentioned,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,1___not_at_all,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:7d8709c3-e98c-43fa-b468-3864902145d7,723954,7d8709c3-e98c-43fa-b468-3864902145d7,2015-09-29T08:48:52,67,,-1,,
