Name_of_interviewer,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_monsoon,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,start,end,meta/instanceID,_uuid,_submission_time,_tags,,,,,,,,,,,,,,,,_notes
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,7,40_54,female,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,seeds_and_fert,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,5___completely,1___not_at_all,5___completely_yes,n/a,n/a,n/a,n/a,2015-08-31T11:08:52.000+06:45,2015-08-31T11:11:06.000+06:45,uuid:9b9d1b2d-0feb-47fd-abf5-f1a92d17e736,9b9d1b2d-0feb-47fd-abf5-f1a92d17e736,2015-08-31T05:24:22,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,7,55_greater,male,Brahmin,n/a,farmer_laborer,n/a,yes__some_diff,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:11:07.000+06:45,2015-08-31T11:13:41.000+06:45,uuid:d50d7c59-6595-4fe1-b8a5-4a2f93cc1fd3,d50d7c59-6595-4fe1-b8a5-4a2f93cc1fd3,2015-08-31T05:26:56,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,9,55_greater,female,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,education,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,3___neutral,1___not_at_all,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,2015-08-31T11:13:41.000+06:45,2015-08-31T11:16:35.000+06:45,uuid:065ddcfa-9c4d-4122-baf5-9a024bb3a8fa,065ddcfa-9c4d-4122-baf5-9a024bb3a8fa,2015-08-31T05:29:51,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,9,25_39,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:16:35.000+06:45,2015-08-31T11:18:06.000+06:45,uuid:646df2f8-6b4e-4673-984f-dc045c32e6a9,646df2f8-6b4e-4673-984f-dc045c32e6a9,2015-08-31T05:31:21,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,9,55_greater,female,Dalit,n/a,other,Not mention,yes__some_diff,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,food_aid,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,based_on_caste,n/a,based_on_dista,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,2015-08-31T11:18:06.000+06:45,2015-08-31T11:21:48.000+06:45,uuid:81656f22-ad1b-438a-b405-b355eaf2feca,81656f22-ad1b-438a-b405-b355eaf2feca,2015-08-31T05:35:03,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,9,40_54,female,Janajati,n/a,farmer_laborer,n/a,no_difficulty,3___neutral,short_term_she,n/a,financial_support,n/a,healthcare,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,5___completely_yes,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,2015-08-31T11:21:48.000+06:45,2015-08-31T11:23:35.000+06:45,uuid:ac74acd2-0e44-4f72-9c0e-1949b2cd617b,ac74acd2-0e44-4f72-9c0e-1949b2cd617b,2015-08-31T05:36:50,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,9,55_greater,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,financial_support,n/a,livelihoods,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,5___completely_yes,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:23:35.000+06:45,2015-08-31T11:25:16.000+06:45,uuid:af8edff2-1c7a-4808-8cd5-679d167291c5,af8edff2-1c7a-4808-8cd5-679d167291c5,2015-08-31T05:38:31,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,2,40_54,female,Dalit,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,n/a,healthcare,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,healthcare,n/a,livelihoods,n/a,2015-08-30T14:27:15.000+06:45,2015-08-30T14:37:46.000+06:45,uuid:1d697e7e-67ad-49ce-8078-c5519453c342,1d697e7e-67ad-49ce-8078-c5519453c342,2015-08-30T08:47:03,,,,,,,,,,,,,,,,,
krishna bahadur moktan,accountability,4/8/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,2,25_39,male,Brahmin,n/a,ngo_worker_bus,n/a,no_difficulty,3___neutral,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_dista,n/a,joint_families,n/a,1___not_at_all,4___mostly_yes,4___mostly_yes,refused,n/a,n/a,n/a,n/a,2015-08-30T14:06:20.000+06:45,2015-08-30T14:10:27.000+06:45,uuid:690b97a1-a3cb-4699-adfc-863578fe7f57,690b97a1-a3cb-4699-adfc-863578fe7f57,2015-08-30T08:19:44,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,13/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,2,15_24,male,Brahmin,n/a,ngo_worker_bus,n/a,no_difficulty,3___neutral,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_dista,n/a,joint_families,n/a,1___not_at_all,4___mostly_yes,4___mostly_yes,refused,n/a,n/a,n/a,n/a,2015-08-30T14:16:49.000+06:45,2015-08-30T14:27:15.000+06:45,uuid:90ff1442-993a-4f52-8b92-68066c702654,90ff1442-993a-4f52-8b92-68066c702654,2015-08-30T08:36:32,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,2,15_24,male,Dalit,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,1___not_at_all,refused,refused,n/a,n/a,n/a,n/a,2015-08-30T14:37:47.000+06:45,2015-08-30T14:46:47.000+06:45,uuid:4142986f-8c96-4d0a-9017-7816eede7d7b,4142986f-8c96-4d0a-9017-7816eede7d7b,2015-08-30T08:56:04,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,2,25_39,male,Janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,clean_water,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,1___not_at_all,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T14:59:12.000+06:45,2015-08-30T15:05:42.000+06:45,uuid:de2074d5-4714-4cfc-b2c4-cf6638608fdb,de2074d5-4714-4cfc-b2c4-cf6638608fdb,2015-08-30T09:14:59,,,,,,,,,,,,,,,,,
gagan jang thapa,accountability,29/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,5,25_39,male,Newar,n/a,government_ser,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,4___mostly_yes,refused,n/a,n/a,n/a,n/a,2015-08-30T16:24:48.000+06:45,2015-08-30T16:29:46.000+06:45,uuid:4eda95fe-e781-455f-8264-139b2225a892,4eda95fe-e781-455f-8264-139b2225a892,2015-08-30T10:39:04,,,,,,,,,,,,,,,,,
gagan jang thapa,accountability,24/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,5,55_greater,male,Dalit,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_she,n/a,toilets_sanitation,n/a,financial_support,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,3___neutral,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,3___neutral,first_come__fi,n/a,based_on_polit,n/a,4___mostly_yes,2___not_very_m,3___neutral,refused,n/a,n/a,n/a,n/a,2015-08-30T16:35:49.000+06:45,2015-08-30T16:42:58.000+06:45,uuid:745e1033-e5d0-40a5-8b02-49ca2c6d979f,745e1033-e5d0-40a5-8b02-49ca2c6d979f,2015-08-30T10:52:16,,,,,,,,,,,,,,,,,
gagan jang thapa,accountability,24/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,5,55_greater,male,Janajati,n/a,other,driver,no_difficulty,1___not_at_all,short_term_she,n/a,financial_support,n/a,long_term_shelter__housing,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,3___neutral,how_to_get_shelter_materials,n/a,how_to_replace_personal_docume,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,3___neutral,refused,n/a,n/a,n/a,n/a,2015-08-30T16:42:59.000+06:45,2015-08-30T16:48:51.000+06:45,uuid:e753b849-2d76-42e3-9819-f03c15354cd0,e753b849-2d76-42e3-9819-f03c15354cd0,2015-08-30T10:58:08,,,,,,,,,,,,,,,,,
gagan jang thapa,accountability,24/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,5,25_39,female,Dalit,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,toilets_sanitation,n/a,healthcare,n/a,short_term_shelter__tent_shelt,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,3___neutral,3___neutral,healthcare,n/a,financial_support,n/a,2015-08-30T16:48:51.000+06:45,2015-08-30T16:53:47.000+06:45,uuid:f481e541-a926-4298-aac4-12f76a55c5de,f481e541-a926-4298-aac4-12f76a55c5de,2015-08-30T11:03:04,,,,,,,,,,,,,,,,,
ikrishana bdr moktan,accountability,28/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,5,55_greater,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,5___completely_yes,5___completely,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-31T11:02:05.000+06:45,2015-08-31T11:07:41.000+06:45,uuid:cc5f1990-3e1c-42da-a44a-f777722a9fba,cc5f1990-3e1c-42da-a44a-f777722a9fba,2015-08-31T05:17:25,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,28/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,4,40_54,female,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,2___not_very_m,2___very_little,1___not_at_all,healthcare,n/a,sanitary_produ,n/a,2015-08-31T11:07:41.000+06:45,2015-08-31T11:12:17.000+06:45,uuid:5742bc97-7248-4b98-99f0-a95563a86931,5742bc97-7248-4b98-99f0-a95563a86931,2015-08-31T05:22:01,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,4,25_39,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,3___neutral,cash_for_work,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,based_on_caste,n/a,5___completely_yes,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-31T11:12:17.000+06:45,2015-08-31T11:17:04.000+06:45,uuid:81473381-7ea5-44eb-b7cb-3282a2d19780,81473381-7ea5-44eb-b7cb-3282a2d19780,2015-08-31T05:26:48,,,,,,,,,,,,,,,,,
krishan bdr moktan,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,4,55_greater,male,Janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,clean_water,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,5___completely_yes,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-31T11:17:04.000+06:45,2015-08-31T11:25:18.000+06:45,uuid:7a845bc0-33c7-4e75-b9cb-0ca500ed6907,7a845bc0-33c7-4e75-b9cb-0ca500ed6907,2015-08-31T05:35:02,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,28/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,4,25_39,male,Newar,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,based_on_polit,n/a,other,provide to political party,5___completely_yes,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-31T11:25:18.000+06:45,2015-08-31T11:31:36.000+06:45,uuid:d6bba73a-ecfd-4276-93e2-f6de6776214e,d6bba73a-ecfd-4276-93e2-f6de6776214e,2015-08-31T05:41:19,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,jhangajholi ratmata,4,15_24,female,Chhetri,n/a,ngo_worker_bus,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,only_if_damage,n/a,based_on_polit,n/a,5___completely_yes,5___completely,2___very_little,5___completely_yes,n/a,n/a,n/a,n/a,2015-08-31T11:31:36.000+06:45,2015-08-31T11:35:09.000+06:45,uuid:38228630-0287-4734-8867-bd51fe2d5b0a,38228630-0287-4734-8867-bd51fe2d5b0a,2015-08-31T05:44:52,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,6,55_greater,female,Janajati,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,livelihoods,n/a,short_term_shelter__tent_shelt,n/a,toilets_sanitation,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,how_to_get_shelter_materials,n/a,how_to_get_healthcare_psycholo,n/a,1___not_at_all,cash_for_work,n/a,housing_inspec,n/a,1___not_at_all,first_come__fi,n/a,only_if_damage,n/a,1___not_at_all,2___not_very_m,1___not_at_all,1___not_at_all,child_protecti,n/a,food,n/a,2015-08-31T10:40:19.000+06:45,2015-08-31T10:46:06.000+06:45,uuid:44bdc6ba-948c-41da-808f-c09e321f341d,44bdc6ba-948c-41da-808f-c09e321f341d,2015-08-31T04:59:33,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,6,40_54,male,Newar,n/a,government_ser,n/a,no_difficulty,2___very_little,housing_inspections,n/a,livelihoods,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,finding_missing_people,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,first_come__fi,n/a,only_if_damage,n/a,1___not_at_all,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:46:06.000+06:45,2015-08-31T10:50:42.000+06:45,uuid:67648c18-2d67-4615-8431-5c2964c9f463,67648c18-2d67-4615-8431-5c2964c9f463,2015-08-31T05:04:10,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,6,25_39,female,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,food,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,finding_missing_people,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,healthcare,n/a,2015-08-31T10:50:42.000+06:45,2015-08-31T10:56:16.000+06:45,uuid:d0f83cc8-e7bd-45da-b720-b4d919b08778,d0f83cc8-e7bd-45da-b720-b4d919b08778,2015-08-31T05:09:47,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,6,40_54,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,healthcare,n/a,livelihoods,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,based_on_polit,n/a,because_people,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:56:17.000+06:45,2015-08-31T11:08:01.000+06:45,uuid:6b026d4d-f2d0-4445-ad83-07c518e39316,6b026d4d-f2d0-4445-ad83-07c518e39316,2015-08-31T05:21:28,,,,,,,,,,,,,,,,,
AABC,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,6,40_54,male,Janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,healthcare,n/a,financial_support,n/a,livelihoods,n/a,2___very_little,cash_for_work,n/a,food_aid,n/a,2___very_little,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,5___completely,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:08:01.000+06:45,2015-08-31T11:12:09.000+06:45,uuid:4e52eab8-43ff-427d-8fcf-58d27881d7a9,4e52eab8-43ff-427d-8fcf-58d27881d7a9,2015-08-31T05:25:37,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,1,40_54,male,Newar,n/a,other,NOT MENTATION,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,healthcare,n/a,livelihoods,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,how_to_get_shelter_materials,n/a,finding_missing_people,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:12:09.000+06:45,2015-08-31T11:17:20.000+06:45,uuid:a6aa70d9-50cd-4085-8fef-bb07acd692ba,a6aa70d9-50cd-4085-8fef-bb07acd692ba,2015-08-31T05:30:47,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,1,40_54,female,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,healthcare,n/a,livelihoods,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,finding_missing_people,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,livelihoods,n/a,2015-08-31T11:17:20.000+06:45,2015-08-31T11:22:18.000+06:45,uuid:98893e52-9b95-4524-9e85-b6219fc878ad,98893e52-9b95-4524-9e85-b6219fc878ad,2015-08-31T05:35:46,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,1,55_greater,female,Newar,n/a,other,NOT MENTATION,cannot_do_at_a,1___not_at_all,housing_inspections,n/a,healthcare,n/a,clean_water,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,finding_missing_people,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,livelihoods,n/a,livelihoods,n/a,2015-08-31T11:22:19.000+06:45,2015-08-31T11:28:01.000+06:45,uuid:d1efa095-2cc1-4202-8830-fcf2b4454a68,d1efa095-2cc1-4202-8830-fcf2b4454a68,2015-08-31T05:41:28,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,1,55_greater,female,Janajati,n/a,government_ser,n/a,no_difficulty,1___not_at_all,toilets_sanitation,n/a,education,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,finding_missing_people,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,housing_inspec,n/a,housing_inspec,n/a,1___not_at_all,because_people,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,child_protecti,n/a,toilets_sanitation,n/a,2015-08-31T11:28:01.000+06:45,2015-08-31T11:33:36.000+06:45,uuid:945b257e-c562-4301-a6cd-15abb9a46657,945b257e-c562-4301-a6cd-15abb9a46657,2015-08-31T05:47:03,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,KAMALAI MUNICIPALITY,1,40_54,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,healthcare,n/a,financial_support,n/a,clean_water,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,finding_missing_people,n/a,how_to_get_shelter_materials,n/a,2___very_little,housing_inspec,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,first_come__fi,n/a,3___neutral,2___not_very_m,refused,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:33:36.000+06:45,2015-08-31T11:38:04.000+06:45,uuid:f4ada7ff-84ce-4146-b3ef-7cd9fdff46e3,f4ada7ff-84ce-4146-b3ef-7cd9fdff46e3,2015-08-31T05:51:31,,,,,,,,,,,,,,,,,
