Name_of_enumerator_agency,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If__other__what_is_your_occupa,Do_you_have_any_health_problem,Are_your_main_problems_being_a,What_is_your_biggest_problem,If__other__what_is_your_bigges,What_is_your_second_biggest_pr,If__other__what_is_your_second,What_is_your_third_biggest_pro,If__other__what_is_your_third_,Are_your_main_problems_being_a_001,What_is_the_top_thing_that_you,If__other__what_is_the_top_thi,What_is_the_second_most_import,If__other__what_is_the_second_,Are_your_main_problems_being_a_002,What_is_the_top_thing_that_you_001,If__other__what_is_the_top_thi_001,What_is_the_second_most_import_001,If__other__what_is_the_second__001,Are_your_main_problems_being_a_003,What_is_the_top_thing_that_you_002,If__other__what_is_the_top_thi_002,What_is_the_top_thing_that_you_003,If__other__what_is_the_second__002,Are_your_main_problems_being_a_004,What_is_the_top_reason_for_you,If__other__what_is_the_top_rea,What_is_the_top_reason_for_you_001,If_other_what_is_the_top_rea,Are_your_main_problems_being_a_005,Do_you_feel_you_have_been_hear,Are_your_main_problems_being_a_006,Are_your_main_problems_being_a_007,What_is_your_biggest_problem_001,If__other__what_is_the_biggest,What_is_your_biggest_problem_0,If__other__what_is_the_second__003,start,end,meta/instanceID,_uuid,_submission_time,_tags,_notes
Gayetri Kumari Shrestha,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,4,25_39,male,dalit,n/a,farmer_laborer,n/a,no_difficulty,3___neutral,short_term_shelter__tent_shelt,n/a,housing_inspections,n/a,psychosocial_counseling,n/a,3___neutral,housing_inspec,n/a,option_6,Not mentioned.,3___neutral,news_about_government_decision,n/a,other,Not mentioned.,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,5___completely_yes,5___completely,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:34:22.000+06:45,2015-07-26T13:39:16.000+06:45,uuid:eb71fe4f-0a29-4e40-9c85-75f2bbaff305,eb71fe4f-0a29-4e40-9c85-75f2bbaff305,2015-07-26T07:50:37,,
narayan prasad devkota,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,1,55,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,other,not distributed,only_if_damage,n/a,1___not_at_all,1___not_at_all,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-07-26T13:34:57.000+06:45,2015-07-26T13:37:44.000+06:45,uuid:52527997-40c0-4699-85aa-1f027cb4d8e9,52527997-40c0-4699-85aa-1f027cb4d8e9,2015-07-26T07:51:34,,
narayan prasad devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,9,40_54,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,1___not_at_all,housing_inspec,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,first_come__fi,n/a,only_if_damage,n/a,refused,1___not_at_all,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-07-26T13:37:44.000+06:45,2015-07-26T13:39:36.000+06:45,uuid:c7be60c2-68e9-4b5a-bc09-39ff19a811be,c7be60c2-68e9-4b5a-bc09-39ff19a811be,2015-07-26T07:53:26,,
Gayetri Kumari Shrestha,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,4,40_54,male,brahmin,n/a,government_service__i_e__teach,n/a,yes__some_diff,2___very_little,psychosocial_counseling,n/a,housing_inspections,n/a,clean_water,n/a,1___not_at_all,housing_inspec,n/a,building_mater,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,housing_inspec,n/a,building_mater,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,3___neutral,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:39:16.000+06:45,2015-07-26T13:43:07.000+06:45,uuid:564e43d7-29c1-452d-9a58-040fc5c548a9,564e43d7-29c1-452d-9a58-040fc5c548a9,2015-07-26T07:54:28,,
narayan prasad devkota,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,9,55,female,newar,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,only_if_damage,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,2015-07-26T13:39:36.000+06:45,2015-07-26T13:41:44.000+06:45,uuid:c14a86c8-aaf7-4945-88a3-43c7fe658d5f,c14a86c8-aaf7-4945-88a3-43c7fe658d5f,2015-07-26T07:55:35,,
narayan prasad devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,4,25_39,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,housing_inspections,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_dista,n/a,first_come__fi,n/a,1___not_at_all,1___not_at_all,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-07-26T13:41:44.000+06:45,2015-07-26T13:43:36.000+06:45,uuid:9eb899e8-0e09-48ae-9804-487f17d66814,9eb899e8-0e09-48ae-9804-487f17d66814,2015-07-26T07:57:26,,
Gayetri Kumari Shrestha,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,4,40_54,female,newar,n/a,government_service__i_e__teach,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,long_term_shelter__housing,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,other,Not mentioned.,1___not_at_all,1___not_at_all,2___very_little,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-26T13:43:07.000+06:45,2015-07-26T13:47:10.000+06:45,uuid:ab5dac70-32e4-4241-8919-3858024549fd,ab5dac70-32e4-4241-8919-3858024549fd,2015-07-26T07:58:30,,
narayan prasad devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,9,15_24,female,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,financial_support,n/a,psychosocial_counseling,n/a,housing_inspections,n/a,1___not_at_all,housing_inspec,n/a,cash_for_work,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,don_t_know,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,2015-07-26T13:43:36.000+06:45,2015-07-26T13:45:17.000+06:45,uuid:ba1c6890-81a2-415b-b08d-48ffc0cc98b0,ba1c6890-81a2-415b-b08d-48ffc0cc98b0,2015-07-26T07:59:08,,
Gayetri Kumari Shrestha,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,4,55,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,2___very_little,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:47:10.000+06:45,2015-07-26T13:49:26.000+06:45,uuid:de6ee4e1-7f9c-4897-94dc-583fba967cfc,de6ee4e1-7f9c-4897-94dc-583fba967cfc,2015-07-26T08:00:46,,
narayan prasad devkota,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,9,25_39,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,housing_inspections,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,3___neutral,cash_for_work,n/a,seeds_and_fert,n/a,3___neutral,first_come__fi,n/a,based_on_polit,n/a,2___very_little,don_t_know,don_t_know,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,2015-07-26T13:45:17.000+06:45,2015-07-26T13:47:06.000+06:45,uuid:4ffe585c-fd95-4479-9ebd-1abc42ebb69e,4ffe585c-fd95-4479-9ebd-1abc42ebb69e,2015-07-26T08:00:57,,
Gayetri Kumari Shrestha,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,4,40_54,male,dalit,n/a,ngo_worker_business,n/a,no_difficulty,1___not_at_all,financial_support,n/a,long_term_shelter__housing,n/a,housing_inspections,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,other,Not mentioned,1___not_at_all,1___not_at_all,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:49:26.000+06:45,2015-07-26T13:52:33.000+06:45,uuid:4f25f00d-5afa-4814-86da-0f03aebdc42d,4f25f00d-5afa-4814-86da-0f03aebdc42d,2015-07-26T08:03:53,,
narayan prasad devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhegurasey,9,25_39,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,housing_inspec,n/a,building_mater,n/a,1___not_at_all,other,goverment's negligence,based_on_polit,n/a,1___not_at_all,2___not_very_m,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:47:07.000+06:45,2015-07-26T13:51:24.000+06:45,uuid:bbbbc0b4-e633-4dce-a11e-9a2679483240,bbbbc0b4-e633-4dce-a11e-9a2679483240,2015-07-26T08:05:14,,
Gayetri KUmari Shrestha,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamamali,7,55,male,dalit,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,financial_support,n/a,long_term_shelter__housing,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,only_if_damage,n/a,based_on_polit,n/a,2___very_little,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:52:33.000+06:45,2015-07-26T13:56:02.000+06:45,uuid:798554b5-3832-41db-a469-10ab5facd5ff,798554b5-3832-41db-a469-10ab5facd5ff,2015-07-26T08:07:23,,
narayan prasad devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhegurasey,4,25_39,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,clean_water,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,1___not_at_all,cash_for_work,n/a,housing_inspec,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,n/a,psychosocial_counseling,n/a,2015-07-26T13:51:24.000+06:45,2015-07-26T13:53:35.000+06:45,uuid:a2bbfadc-18fb-4c57-8fa3-d9403103ba5f,a2bbfadc-18fb-4c57-8fa3-d9403103ba5f,2015-07-26T08:07:25,,
narayan prasad devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,4,40_54,male,tamang,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_get_healthcare_psycholo,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,refused,1___not_at_all,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:53:35.000+06:45,2015-07-26T13:56:07.000+06:45,uuid:d0a1643a-0e43-47aa-946a-da5115a35ce1,d0a1643a-0e43-47aa-946a-da5115a35ce1,2015-07-26T08:09:57,,
Gayetri Kumari Shrestha,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,7,40_54,male,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,financial_support,n/a,2___very_little,housing_inspec,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,cash_for_work,n/a,housing_inspec,n/a,1___not_at_all,based_on_dista,n/a,based_on_polit,n/a,2___very_little,1___not_at_all,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:56:02.000+06:45,2015-07-26T14:01:00.000+06:45,uuid:8bfaf174-057d-4726-a55c-b342e88dbea0,8bfaf174-057d-4726-a55c-b342e88dbea0,2015-07-26T08:12:21,,
narayan prasad devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurasey,4,55,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,housing_inspections,n/a,financial_support,n/a,food,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,based_on_dista,n/a,only_if_damage,n/a,1___not_at_all,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-07-26T13:56:07.000+06:45,2015-07-26T13:58:42.000+06:45,uuid:fd250ff4-2e72-4525-93ec-1a2417e74901,fd250ff4-2e72-4525-93ec-1a2417e74901,2015-07-26T08:12:32,,
Gayetri kumari Shrestha,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,7,55,male,chhetri,n/a,ngo_worker_business,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,financial_support,n/a,long_term_shelter__housing,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-26T14:01:00.000+06:45,2015-07-26T14:04:11.000+06:45,uuid:e69b9a52-088b-485b-8c4e-defc23b22bb6,e69b9a52-088b-485b-8c4e-defc23b22bb6,2015-07-26T08:15:31,,
narayan prasad devkota,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,4,25_39,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,clean_water,n/a,seeds_and_fertilizers,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,based_on_dista,n/a,based_on_polit,n/a,2___very_little,1___not_at_all,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:58:42.000+06:45,2015-07-26T14:01:47.000+06:45,uuid:10499179-8336-43d3-b0b8-c483323a0fdd,10499179-8336-43d3-b0b8-c483323a0fdd,2015-07-26T08:15:38,,
narayan prasad devkota,nepal_scouts,7/23/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurasey,3,don_t_know,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,financial_support,n/a,long_term_shelter__housing,n/a,housing_inspections,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,don_t_know,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-26T14:01:47.000+06:45,2015-07-26T14:03:42.000+06:45,uuid:50566dd7-16a3-4a68-8f56-df676a0b6fd6,50566dd7-16a3-4a68-8f56-df676a0b6fd6,2015-07-26T08:17:33,,
Gayetri kumari Shrestha,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,7,40_54,female,chhetri,n/a,farmer_laborer,n/a,no_difficulty,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,housing_inspec,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,2___very_little,cash_for_work,n/a,housing_inspec,n/a,2___very_little,based_on_polit,n/a,only_if_damage,n/a,3___neutral,2___not_very_m,don_t_know,2___very_little,long_term_shelter__housing,n/a,psychosocial_counseling,n/a,2015-07-26T14:04:11.000+06:45,2015-07-26T14:07:31.000+06:45,uuid:4ef760df-5b88-4158-84c0-bce5b703ce11,4ef760df-5b88-4158-84c0-bce5b703ce11,2015-07-26T08:18:52,,
Gayetri kumari Shrestha,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,2,25_39,female,newar,n/a,ngo_worker_business,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_replace_personal_docume,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,only_if_damage,n/a,based_on_polit,n/a,1___not_at_all,2___not_very_m,1___not_at_all,2___very_little,short_term_shelter__tent_shelt,n/a,psychosocial_counseling,n/a,2015-07-26T14:07:31.000+06:45,2015-07-26T14:50:14.000+06:45,uuid:3c3ce426-87c5-4d28-9fc0-7e5081597893,3c3ce426-87c5-4d28-9fc0-7e5081597893,2015-07-26T09:01:34,,
narayan prasad devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurasey,3,55,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,food,n/a,financial_support,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,2___not_very_m,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T14:43:38.000+06:45,2015-07-26T14:49:30.000+06:45,uuid:9fcee8f8-eea5-411a-b7e2-c3a100050e58,9fcee8f8-eea5-411a-b7e2-c3a100050e58,2015-07-26T09:03:20,,
Gayetri kumari Shrestha,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,2,25_39,female,newar,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,psychosocial_counseling,n/a,financial_support,n/a,2___very_little,housing_inspec,n/a,building_mater,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,2___very_little,housing_inspec,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,only_if_damage,n/a,2___very_little,2___not_very_m,2___very_little,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-26T14:50:14.000+06:45,2015-07-26T14:53:11.000+06:45,uuid:71cc7023-a1b8-48ec-8ff0-6b50b3b58542,71cc7023-a1b8-48ec-8ff0-6b50b3b58542,2015-07-26T09:04:32,,
narayan prasad devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,3,55,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,joint_families,n/a,1___not_at_all,1___not_at_all,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T14:49:30.000+06:45,2015-07-26T14:53:55.000+06:45,uuid:72cbfbc9-d431-46d7-ba4d-5739e0ee0571,72cbfbc9-d431-46d7-ba4d-5739e0ee0571,2015-07-26T09:07:45,,
narayan prasad devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurase,3,55,female,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,don_t_know,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,2015-07-26T14:53:56.000+06:45,2015-07-26T14:57:24.000+06:45,uuid:24bba575-916f-4e17-9141-dbd97d57deb8,24bba575-916f-4e17-9141-dbd97d57deb8,2015-07-26T09:11:14,,
Gayetri kumari Shrestha,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,2,55,male,newar,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,housing_inspections,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,3___neutral,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,2___very_little,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-26T14:53:12.000+06:45,2015-07-26T15:00:13.000+06:45,uuid:7f31573e-87bd-4208-ab0d-2daba9e358cd,7f31573e-87bd-4208-ab0d-2daba9e358cd,2015-07-26T09:11:33,,
narayan prasaddevkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,dadhigurasey,3,55,female,brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,food,n/a,financial_support,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,healthcare,n/a,financial_support,n/a,2015-07-26T14:57:24.000+06:45,2015-07-26T14:59:16.000+06:45,uuid:d5a3c2bd-0505-49d5-bb0a-073c29526115,d5a3c2bd-0505-49d5-bb0a-073c29526115,2015-07-26T09:13:07,,
narayan prasad devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,4,25_39,male,janajati,n/a,government_service__i_e__teach,n/a,yes__a_lot_of_,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,food_aid,n/a,building_mater,n/a,2___very_little,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,3___neutral,3___neutral,refused,n/a,n/a,n/a,n/a,2015-07-26T14:59:16.000+06:45,2015-07-26T15:01:05.000+06:45,uuid:7126ba1d-675f-43ef-89be-8a8a06073eb4,7126ba1d-675f-43ef-89be-8a8a06073eb4,2015-07-26T09:14:56,,
Gayetri kumari Shrestha,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,2,15_24,female,newar,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,long_term_shelter__housing,n/a,2___very_little,housing_inspec,n/a,building_mater,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_replace_personal_docume,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,only_if_damage,n/a,based_on_polit,n/a,1___not_at_all,2___not_very_m,2___very_little,2___very_little,financial_support,n/a,long_term_shelter__housing,n/a,2015-07-26T15:00:13.000+06:45,2015-07-26T15:03:37.000+06:45,uuid:0a8a0529-230d-4f12-b2eb-416fee4b7d68,0a8a0529-230d-4f12-b2eb-416fee4b7d68,2015-07-26T09:14:57,,
narayan prasad devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,4,40_54,male,newar,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,2___very_little,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T15:01:05.000+06:45,2015-07-26T15:02:29.000+06:45,uuid:42b786e2-7631-4d1f-8f45-ca8b406f242c,42b786e2-7631-4d1f-8f45-ca8b406f242c,2015-07-26T09:16:19,,
Gayetri kumari Shrestha,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,1,25_39,female,janajati,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,psychosocial_counseling,n/a,housing_inspections,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_replace_personal_docume,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,2___not_very_m,2___very_little,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-26T15:03:37.000+06:45,2015-07-26T15:05:57.000+06:45,uuid:18da0214-08e2-4213-b788-4716c31bdb4d,18da0214-08e2-4213-b788-4716c31bdb4d,2015-07-26T09:17:18,,
